x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,event,p
-0.8,5.5,0.8,-4.4,-4.4,-5.6,18.2,2.4,0.2,1.8,1.0,0.9581681388098232
3.2,-2.7,-0.5,-7.8,-7.8,6.8,5.6,11.4,4.2,1.6,1.0,0.9675718660442688
0.0,-0.0,-1.1,-6.7,-6.7,2.2,1.3,2.8,0.4,4.0,1.0,0.9541937664375462
0.3,-0.1,-2.8,-5.1,-5.1,3.5,2.3,2.8,0.5,3.9,1.0,0.9513156159977271
-0.1,-4.1,0.0,-2.4,-2.4,-4.8,10.8,2.0,0.2,7.2,1.0,0.9452303361362924
-0.4,4.3,-0.2,0.4,0.4,-5.3,3.3,1.8,0.1,2.6,1.0,0.9053977194700656
-1.5,-0.8,-0.1,7.8,7.8,-1.9,3.5,2.6,0.0,1.3,1.0,0.8758544041867087
0.6,3.3,-0.0,-5.9,-5.9,8.3,6.5,9.3,1.6,3.3,1.0,0.9662002002873854
-0.0,0.0,0.0,-1.6,-1.6,0.5,7.2,7.2,0.4,22.0,1.0,0.9436422641911726
0.0,0.7,-0.1,-3.1,-3.1,-1.7,6.5,6.9,0.6,0.9,1.0,0.9375712265034076
-5.0,-0.1,0.1,6.9,6.9,-6.7,7.9,2.1,0.0,0.9,1.0,0.8723585457016136
30.1,0.3,-21.0,-12.2,-12.2,9.1,0.9,5.4,27.1,4.7,1.0,0.9696064106965828
0.0,0.0,0.0,-1.2,-1.2,5.5,18.9,4.5,0.6,5.9,1.0,0.970589862693803
25.2,2.2,-10.5,-10.9,-10.9,9.7,1.2,13.4,22.4,2.0,1.0,0.9704689034745764
-0.0,-0.4,-0.0,0.9,0.9,4.9,4.5,2.8,0.2,2.7,1.0,0.9435791968305016
10.7,0.4,-4.2,-9.4,-9.4,6.9,3.9,9.5,9.4,0.8,1.0,0.9688976356296888
3.3,0.0,-9.3,-9.0,-9.0,6.1,0.8,5.6,2.4,4.2,1.0,0.9545772508148924
0.0,-7.4,-0.0,-3.4,-3.4,-6.4,8.6,4.5,0.5,0.7,1.0,0.9370891637244732
0.6,-0.1,-2.7,-8.1,-8.1,-4.8,1.6,6.5,1.4,4.4,1.0,0.9341770997737158
1.7,-0.1,-1.8,-9.0,-9.0,1.0,1.8,12.4,3.4,1.4,1.0,0.9489976636192392
1.5,0.6,-2.7,0.2,0.2,10.2,1.4,8.4,0.6,2.3,1.0,0.9418089856220973
-1.6,0.0,0.4,6.5,6.5,1.4,9.3,2.7,0.0,0.4,1.0,0.9191883391001096
0.7,-0.1,-0.4,-7.9,-7.9,6.2,2.8,5.7,1.6,2.1,1.0,0.9659149426098472
1.8,2.2,-3.7,-2.5,-2.5,2.8,2.2,12.4,1.1,1.1,1.0,0.9222367408364528
0.9,5.0,-8.4,-8.4,-8.4,-2.3,1.2,4.3,1.4,14.6,1.0,0.9321982509292142
-0.5,0.9,3.2,10.9,10.9,5.6,41.0,17.5,0.1,8.3,1.0,0.9642416814432702
1.2,0.6,-0.3,-2.9,-2.9,5.7,4.5,8.1,0.9,0.5,1.0,0.9512934540112612
0.0,0.1,0.0,4.1,4.1,6.6,9.2,4.7,0.2,5.9,1.0,0.9438353023768254
0.0,-0.1,0.0,-4.1,-4.1,5.6,8.2,3.0,0.4,7.2,1.0,0.965735694090534
28.5,-0.9,-6.5,-9.1,-9.1,11.5,2.6,25.1,24.0,0.5,1.0,0.9688046669032694
0.2,-0.0,-1.9,-7.7,-7.7,-5.8,2.8,3.7,1.0,4.0,1.0,0.9375627919827942
7.9,0.1,-3.0,-8.1,-8.1,8.1,4.4,7.0,5.0,4.9,1.0,0.9702142427914702
0.1,0.1,-4.3,-7.3,-7.3,5.2,0.6,2.2,0.4,2.5,1.0,0.9566676107022942
0.0,0.1,-0.5,-2.8,-2.8,-0.9,2.7,5.8,0.4,2.5,1.0,0.9314262234134594
-0.4,0.0,0.9,4.7,4.7,6.1,15.6,2.3,0.1,17.9,1.0,0.9579268849381724
-0.0,-0.7,-0.0,-6.5,-6.5,-5.3,5.4,2.2,0.3,9.8,1.0,0.9465790666570248
0.4,0.0,0.0,-6.9,-6.9,5.7,15.8,5.1,1.8,3.6,0.0,0.9774770146122658
14.3,-1.9,-2.2,-7.3,-7.3,11.8,4.3,18.2,9.3,5.9,1.0,0.970143664362894
0.8,-0.1,-0.1,-9.8,-9.8,5.2,4.2,3.9,2.6,3.2,1.0,0.9719659400594396
0.5,0.5,-0.1,0.3,0.3,10.3,2.8,11.7,0.6,8.2,1.0,0.9459840525684888
-0.0,0.0,-1.6,-5.7,-5.7,-1.3,1.2,2.3,0.2,2.9,1.0,0.9412964537788356
0.0,-28.9,-2.0,5.4,5.4,7.3,2.2,2.0,0.1,0.7,1.0,0.9391048961049244
14.6,0.9,-13.6,-10.1,-10.1,7.7,1.1,7.1,8.6,10.8,1.0,0.9601423965093324
2.9,-0.3,-16.9,-7.3,-7.3,6.2,0.7,2.9,1.0,1.3,1.0,0.9364739596701712
0.3,-0.6,-0.1,-8.3,-8.3,-1.7,7.4,6.2,2.1,11.5,1.0,0.9600317068636044
-0.6,0.6,-0.6,4.3,4.3,-6.9,2.0,7.5,0.1,4.8,1.0,0.8515581257581684
-0.0,-8.0,-0.4,0.8,0.8,-4.5,1.6,5.8,0.2,1.5,1.0,0.9011312460283384
0.5,0.1,-0.9,-5.4,-5.4,5.3,3.0,6.2,0.9,4.6,1.0,0.9570216195448924
5.2,-1.6,-13.0,-10.7,-10.7,-1.9,0.8,5.9,5.1,0.8,1.0,0.9343346634442804
-0.1,0.3,0.0,1.7,1.7,-3.4,10.8,4.0,0.2,0.3,1.0,0.926252885082639
0.0,0.1,-0.0,-2.7,-2.7,4.2,4.5,3.2,0.3,2.5,1.0,0.9530615784299364
0.1,-0.0,-0.1,-7.0,-7.0,3.3,5.6,2.9,0.8,0.7,1.0,0.9644920024218254
0.1,-2.1,-0.0,-4.7,-4.7,1.7,9.2,5.6,0.8,6.3,1.0,0.9598155251807255
0.0,2.2,-3.4,-0.0,-0.0,-2.3,1.0,4.8,0.2,1.0,1.0,0.8980963061413417
0.9,0.0,-5.5,-7.3,-7.3,0.6,1.1,4.2,0.9,2.4,1.0,0.942503230204676
-0.0,-11.1,-0.2,1.7,1.7,1.2,3.3,3.9,0.2,10.7,1.0,0.9318672807418822
1.3,-0.5,-0.1,-7.5,-7.5,6.0,8.4,6.3,2.5,0.7,1.0,0.9714048630855018
13.2,-0.5,-8.0,-8.9,-8.9,6.8,1.5,18.0,9.1,0.9,1.0,0.9516942068489296
-3.6,-1.4,0.0,7.4,7.4,0.4,4.2,1.4,0.0,8.9,0.0,0.8978720324989249
1.2,-14.9,-6.1,-3.7,-3.7,5.2,2.0,3.4,0.6,3.3,1.0,0.9502987611951438
0.0,0.1,-0.4,6.5,6.5,4.5,3.1,6.6,0.1,0.3,1.0,0.9039991062418559
1.2,0.8,-0.9,-8.8,-8.8,6.4,3.3,3.2,1.9,3.9,1.0,0.9701946417760099
6.2,-7.1,-5.8,-7.6,-7.6,8.5,1.8,4.8,2.4,5.3,1.0,0.9659802007509396
3.8,1.3,-9.6,-8.4,-8.4,5.8,0.7,7.2,2.2,4.7,1.0,0.9491344651700072
5.0,-0.9,-4.0,-9.9,-9.9,7.5,1.2,6.7,4.4,5.8,1.0,0.9680138744295094
0.0,-1.1,-0.0,5.9,5.9,5.8,4.8,8.3,0.2,4.4,1.0,0.9176530628198076
-0.0,-10.5,0.1,-4.2,-4.2,-3.1,15.8,4.0,0.4,1.3,1.0,0.9621660525357706
5.6,1.1,-27.2,-9.3,-9.3,1.6,0.8,2.5,2.2,3.9,1.0,0.9049155547757404
2.4,0.1,-4.6,-3.9,-3.9,5.2,3.0,5.5,1.0,0.7,1.0,0.9467532844398144
15.4,0.0,-14.4,-4.7,-4.7,11.1,1.6,12.8,3.8,6.8,1.0,0.9416746154132676
5.0,0.1,-3.1,-9.3,-9.3,6.7,4.9,5.1,5.3,3.6,1.0,0.9716389535806624
3.2,-1.0,-0.2,-7.1,-7.1,6.3,14.9,6.0,3.4,5.0,1.0,0.9781816823142968
0.2,-0.4,-2.6,-5.8,-5.8,-4.0,1.2,5.7,0.6,1.9,1.0,0.9261212850306186
4.2,-4.5,-12.7,-1.7,-1.7,10.9,0.6,7.0,0.7,0.9,1.0,0.9335427350550122
-1.0,-0.3,0.0,7.6,7.6,-7.8,2.8,3.3,0.0,2.9,0.0,0.8364136008882281
1.0,-0.1,-0.2,-8.1,-8.1,5.6,4.5,3.3,1.5,1.3,1.0,0.969408877120965
-0.4,0.0,0.1,2.9,2.9,-6.3,8.3,6.1,0.1,15.4,1.0,0.901217819637872
-0.0,1.2,-0.0,-5.5,-5.5,-6.7,9.3,4.0,0.5,3.7,1.0,0.9427520522096342
0.0,-12.1,-2.1,-5.9,-5.9,-3.8,1.8,1.6,0.3,1.5,1.0,0.9418302313668464
-0.1,-18.9,-0.0,-0.4,-0.4,-4.2,3.7,4.5,0.2,0.8,0.0,0.9258090078661018
8.0,-0.3,-3.0,-10.0,-10.0,9.3,3.6,5.8,7.8,11.2,0.0,0.9765911026295004
1.8,-4.5,-0.6,-8.4,-8.4,3.5,2.6,11.8,3.1,1.2,1.0,0.9582952132844632
5.6,-0.0,-18.9,-2.4,-2.4,10.8,0.5,5.6,0.7,0.3,1.0,0.9208794048064688
-0.0,0.3,0.0,-5.4,-5.4,-0.5,5.6,3.7,0.4,0.7,1.0,0.9514823726371744
2.8,0.3,-3.1,-8.3,-8.3,1.7,3.4,6.8,3.0,0.7,1.0,0.9552064520935792
2.2,-0.4,-0.5,0.9,0.9,8.0,3.5,19.6,1.1,1.6,1.0,0.9257632364164096
0.5,0.5,-0.5,-2.5,-2.5,9.2,5.4,3.6,0.6,1.8,1.0,0.9629608043501152
0.0,-0.0,-0.2,-6.7,-6.7,-4.8,2.6,4.3,0.5,1.1,1.0,0.9379636955000656
11.7,-0.1,-0.4,-10.2,-10.2,9.7,4.2,14.6,14.8,9.2,1.0,0.9773145568693412
-0.0,0.0,-0.0,-3.7,-3.7,-0.2,10.1,1.6,0.3,3.9,1.0,0.9572593671660179
3.2,0.0,-1.6,-8.7,-8.7,6.9,3.4,4.1,2.7,2.1,1.0,0.9701467640507596
1.0,0.0,-1.4,-6.3,-6.3,5.9,2.5,7.0,1.3,0.7,1.0,0.95824005923472
4.7,2.9,-0.5,-6.5,-6.5,9.4,5.2,10.3,3.3,5.5,1.0,0.9682396538323612
7.1,0.0,-9.1,-8.1,-8.1,7.0,1.5,5.6,3.0,6.5,1.0,0.9571188329754602
2.6,-0.0,-0.7,-9.3,-9.3,5.6,4.4,4.7,3.4,1.3,1.0,0.971038431086946
11.6,-0.0,-15.6,-9.1,-9.1,8.1,0.5,13.9,5.7,12.4,1.0,0.9441467947592086
11.7,-0.0,-17.2,-3.5,-3.5,9.9,1.1,9.5,2.0,3.0,1.0,0.9268275151643216
0.8,-3.0,-0.4,-7.4,-7.4,1.4,6.8,4.0,1.6,0.6,1.0,0.9636858775329006
-0.0,-0.1,-0.9,3.6,3.6,7.0,1.2,2.7,0.1,0.8,0.0,0.9293547818296246
0.0,-0.1,-0.0,-2.5,-2.5,7.4,3.9,2.5,0.3,1.8,1.0,0.9590884165066594
1.2,-1.1,-1.3,-6.9,-6.9,-2.6,7.0,5.2,1.8,0.8,1.0,0.9514133443971764
0.6,2.8,0.0,1.7,1.7,9.0,8.9,9.0,0.6,0.2,1.0,0.9504450532861062
0.1,10.4,0.2,-4.3,-4.3,4.0,16.4,11.9,1.3,2.6,1.0,0.9632645343218424
9.0,-3.1,-9.2,-7.8,-7.8,8.8,0.8,13.2,3.8,1.6,1.0,0.9521723798028798
0.1,0.4,-0.3,-8.5,-8.5,2.2,4.3,1.5,0.8,0.9,1.0,0.965221530007249
12.2,5.2,-14.6,-7.4,-7.4,9.9,1.1,6.4,3.3,2.8,1.0,0.950195255215528
-0.7,0.0,0.1,4.6,4.6,-2.1,13.6,1.9,0.1,3.6,1.0,0.9288674419112359
0.1,-11.1,-2.4,-5.7,-5.7,3.6,2.5,1.3,0.3,2.8,1.0,0.9595524307778552
1.0,-1.6,-1.2,-5.4,-5.4,7.9,4.9,3.8,1.1,3.4,1.0,0.9668030175630548
3.8,-0.0,-1.2,-6.7,-6.7,8.3,4.3,10.0,3.1,4.6,1.0,0.9656532195514308
0.5,-0.3,-0.5,0.4,0.4,6.2,3.7,10.5,0.6,2.1,1.0,0.9359706040452574
-0.2,0.0,-0.4,3.3,3.3,3.2,2.2,1.2,0.0,6.0,1.0,0.9249193950582952
2.5,0.0,-2.0,-9.0,-9.0,7.9,2.2,4.3,2.5,2.4,1.0,0.97015694336832
0.0,1.0,0.1,-1.6,-1.6,7.6,10.3,7.7,0.6,20.1,1.0,0.9635070725407141
0.1,0.0,-0.0,-5.2,-5.2,2.8,8.1,5.4,0.9,7.1,1.0,0.9613022397741214
7.7,1.0,-2.1,-8.7,-8.7,8.7,5.7,4.9,5.3,2.5,1.0,0.9752693472240416
1.2,0.2,-0.3,3.2,3.2,10.7,4.4,7.2,0.5,2.2,1.0,0.944658254193238
2.8,0.1,-9.7,-7.5,-7.5,6.9,1.5,3.1,1.4,3.1,1.0,0.9542740047023144
0.1,-0.1,-0.4,-10.0,-10.0,-4.6,4.0,1.7,1.3,8.0,1.0,0.9566098475894951
0.1,2.4,-0.0,-3.6,-3.6,5.1,9.0,5.5,0.7,6.0,1.0,0.961779964879828
11.0,-5.8,-1.8,-6.3,-6.3,10.9,5.2,16.1,6.2,0.6,1.0,0.9684813298381189
0.2,0.1,-1.4,-7.8,-7.8,-1.2,3.2,2.0,0.8,1.9,1.0,0.9532659896356824
-3.3,-5.3,0.4,-1.8,-1.8,-9.2,11.8,1.9,0.1,7.7,1.0,0.9325598820996432
-0.1,0.0,-1.2,-5.7,-5.7,-8.0,1.7,1.9,0.2,2.8,1.0,0.9224496928472664
-1.0,-2.1,-0.0,-3.8,-3.8,-6.1,3.1,1.1,0.1,0.6,1.0,0.9285257710308686
0.3,0.2,-0.0,2.1,2.1,4.3,25.6,5.2,0.6,3.9,1.0,0.9688857467729723
0.1,0.0,-0.0,2.0,2.0,6.6,19.5,2.7,0.4,3.5,1.0,0.9675003157624458
0.0,-0.0,-0.1,-2.3,-2.3,6.4,5.6,3.0,0.4,4.9,1.0,0.9588418070490716
24.4,0.0,-15.8,-8.1,-8.1,11.6,1.2,13.9,9.7,3.0,1.0,0.955282765520146
0.4,1.4,0.0,1.0,1.0,5.5,12.7,14.1,0.9,5.9,1.0,0.9464342942638418
0.2,-0.1,-0.6,-1.7,-1.7,3.2,5.5,2.8,0.4,1.0,1.0,0.948656899966246
3.5,-41.1,-1.1,-10.5,-10.5,3.5,2.2,13.8,7.8,4.7,1.0,0.9731817891529528
0.4,-0.0,-0.1,-4.4,-4.4,7.0,3.8,6.8,0.8,3.1,1.0,0.9593216556166726
2.7,-4.2,-5.4,-5.9,-5.9,6.6,1.8,7.7,1.6,0.8,1.0,0.95268511515745
6.2,0.3,-1.0,-4.9,-4.9,10.2,5.6,11.0,3.0,0.6,1.0,0.9658409063617692
0.0,2.3,-0.0,-3.8,-3.8,1.6,7.7,3.1,0.4,1.2,1.0,0.9548806675311324
0.5,-7.4,-2.2,-7.7,-7.7,1.1,2.2,3.6,1.1,3.0,1.0,0.9566398748689576
0.4,-0.3,-0.0,-5.1,-5.1,5.1,7.8,6.2,1.1,2.4,1.0,0.9638320226073788
0.1,33.7,-0.9,-6.7,-6.7,4.0,1.9,2.6,0.5,0.4,1.0,0.9457168338751484
0.4,0.3,-2.6,-9.6,-9.6,-0.8,2.7,1.3,1.1,21.1,1.0,0.9600910144703908
1.0,-2.4,-1.6,-6.6,-6.6,0.9,4.4,5.6,1.5,1.9,1.0,0.9536739906380984
8.1,-4.2,-2.0,-10.4,-10.4,8.6,2.3,9.0,9.1,2.0,1.0,0.9746610960439286
2.7,0.0,-7.3,-0.7,-0.7,9.8,0.8,7.2,0.6,2.0,1.0,0.9354849328246326
-2.2,-0.9,6.9,9.9,9.9,-2.8,0.1,1.7,0.0,1.6,0.0,0.8719081314847458
0.0,1.2,-0.7,1.7,1.7,-0.9,4.0,4.6,0.3,2.4,1.0,0.9140621219857854
3.5,-0.0,-8.4,-7.1,-7.1,4.3,1.8,3.9,1.6,3.0,1.0,0.949127348579596
10.7,-8.6,-3.5,-1.9,-1.9,13.1,2.2,18.7,2.7,6.3,1.0,0.9526409616479564
6.1,-0.6,-4.8,-10.7,-10.7,6.6,1.2,9.4,7.9,1.6,1.0,0.9661878805166914
0.0,-1.0,0.1,-2.7,-2.7,3.6,22.3,5.3,0.7,5.1,0.0,0.9738948275704178
0.0,0.1,-0.1,0.0,0.0,7.5,4.4,4.7,0.3,0.2,1.0,0.9499612951195824
-0.3,-3.9,-0.0,5.6,5.6,-0.9,3.2,3.3,0.1,1.2,1.0,0.8970618677335535
-2.3,0.1,0.2,6.4,6.4,-2.4,11.3,1.8,0.0,2.7,1.0,0.9118393974795737
0.3,0.1,-3.5,-11.1,-11.1,-5.3,1.5,1.3,1.5,5.2,1.0,0.949117577300543
0.1,-0.0,-0.8,-4.0,-4.0,6.4,2.7,3.8,0.5,2.8,1.0,0.9570532398993415
0.5,0.2,-0.1,-5.8,-5.8,3.6,4.7,6.9,1.1,1.3,1.0,0.957283714080172
2.8,-6.4,-6.4,-10.5,-10.5,4.2,1.8,2.1,2.9,2.0,1.0,0.965527935952024
6.3,-0.5,-1.5,-8.8,-8.8,8.8,2.8,7.4,4.5,1.5,1.0,0.9715006286158676
-0.1,0.0,0.0,1.6,1.6,-2.7,8.4,2.5,0.1,2.8,1.0,0.9262615979930242
14.4,-0.5,-9.0,-5.7,-5.7,9.2,2.3,11.7,4.2,6.1,1.0,0.9528338071133572
-0.3,-1.1,-0.4,4.6,4.6,-1.1,1.9,2.4,0.1,1.3,1.0,0.896351826909479
0.0,0.0,-1.6,-0.5,-0.5,1.5,1.8,5.8,0.3,3.0,1.0,0.9243141243912812
2.4,-7.8,-0.9,-5.0,-5.0,10.8,3.5,4.4,1.2,1.0,1.0,0.970493199564248
0.3,-0.0,-2.4,0.3,0.3,8.8,1.6,5.7,0.4,1.6,1.0,0.9417933660302162
1.8,0.1,-6.5,-4.3,-4.3,5.8,1.7,7.6,1.1,3.6,1.0,0.9411047736049084
0.9,1.8,-0.9,-9.6,-9.6,-2.9,8.8,2.6,2.8,2.7,1.0,0.963703914415568
1.5,-0.0,-1.7,-5.9,-5.9,2.8,10.6,3.3,1.5,6.4,1.0,0.9663255036595404
7.5,6.2,-7.4,-9.3,-9.3,8.2,1.4,5.8,4.4,2.3,1.0,0.9627616056420328
0.0,-0.1,-0.0,0.8,0.8,4.2,7.6,2.1,0.2,1.6,1.0,0.9485676398769312
-0.0,-0.1,0.0,7.0,7.0,5.3,2.4,14.7,0.1,7.0,1.0,0.8870891006557909
10.3,-0.9,-3.4,-5.7,-5.7,12.2,3.0,7.8,3.2,2.2,1.0,0.9688949277713214
3.3,-0.5,-0.4,-4.3,-4.3,10.6,5.5,12.8,2.3,8.0,1.0,0.9643987558076522
-0.2,0.0,-0.1,9.2,9.2,4.0,2.2,8.9,0.0,3.7,1.0,0.8770388570582149
2.0,0.3,-0.2,-8.6,-8.6,8.2,5.5,7.6,3.6,0.7,1.0,0.9728343566226076
2.6,-1.0,-0.4,-7.6,-7.6,8.4,2.5,16.8,3.5,1.3,1.0,0.9604279805170126
1.5,-0.0,-1.1,-13.2,-13.2,-3.9,2.1,2.5,8.4,0.8,1.0,0.9642424247291124
5.5,0.9,-4.7,-6.7,-6.7,9.3,3.2,3.5,1.9,1.8,1.0,0.9663913183866016
1.2,-1.0,-2.3,-7.1,-7.1,-2.2,2.8,5.8,1.4,2.3,1.0,0.9426430028026052
0.8,-1.2,-0.5,-6.5,-6.5,4.8,6.2,4.4,1.3,5.2,1.0,0.9661448907002012
19.0,-0.1,-13.2,-9.3,-9.3,10.2,1.4,7.4,8.6,7.1,1.0,0.9644587807346134
2.8,-17.0,-0.1,-5.7,-5.7,7.7,5.5,12.1,2.3,1.0,1.0,0.9674397177521318
2.6,-0.6,-6.0,-8.0,-8.0,2.5,2.2,3.8,1.8,9.6,1.0,0.9537160966931726
2.0,-2.1,-1.8,-7.8,-7.8,0.5,3.5,8.0,2.6,0.8,1.0,0.9524893265190276
2.4,0.0,-9.4,-4.9,-4.9,8.9,1.2,2.9,0.7,1.8,1.0,0.9504846176516364
0.0,-0.7,-0.0,-0.2,-0.2,4.2,9.4,2.7,0.3,4.4,1.0,0.9548054845805944
2.8,-1.2,-1.3,-4.6,-4.6,8.6,3.2,12.5,1.9,1.2,1.0,0.9560858979826936
0.3,-1.3,-0.2,-6.5,-6.5,7.7,4.6,3.0,0.8,1.5,1.0,0.9696459020170192
0.8,3.0,-1.6,-8.0,-8.0,1.8,2.1,5.7,1.5,0.5,1.0,0.9536190876980628
-0.0,0.0,-0.8,8.6,8.6,1.6,3.6,5.2,0.1,0.8,1.0,0.8801694226825469
2.7,0.3,-2.6,-8.6,-8.6,5.2,2.8,5.1,2.7,4.1,1.0,0.9645715909852906
-0.1,-1.3,0.1,0.0,0.0,-3.1,4.6,10.5,0.2,7.5,1.0,0.9097076148066656
-0.0,2.6,-0.0,-7.5,-7.5,-8.3,6.9,3.9,0.7,1.9,1.0,0.9400301365322716
0.0,-0.2,-1.9,-9.3,-9.3,-3.5,1.6,1.5,0.6,6.1,1.0,0.9501317501466936
5.1,-0.4,-1.4,-7.7,-7.7,6.2,2.6,15.0,4.2,4.8,1.0,0.9580308611662112
0.8,-5.3,-1.8,-7.0,-7.0,6.1,1.3,6.8,1.1,4.0,1.0,0.960453562507396
0.1,-1.2,-0.1,-7.0,-7.0,-0.5,3.8,3.4,0.7,0.4,1.0,0.9542238601717844
0.0,0.0,-0.6,-4.8,-4.8,3.0,2.6,2.5,0.3,7.1,1.0,0.9540259402590304
0.1,0.4,-1.6,-10.7,-10.7,0.7,1.2,1.6,1.1,5.0,1.0,0.9625600462516124
-0.0,2.0,0.1,-6.2,-6.2,0.8,5.3,4.5,0.5,2.6,1.0,0.9552878838390612
1.8,0.1,-2.7,-6.1,-6.1,4.7,3.1,4.6,1.2,2.2,1.0,0.95694117107157
1.6,7.7,-0.8,-2.8,-2.8,7.6,3.7,12.1,1.2,1.0,1.0,0.9458349888269536
2.3,0.1,-4.7,-4.1,-4.1,7.4,1.8,6.9,1.0,1.4,1.0,0.9489231392514258
12.0,0.1,-10.5,-8.8,-8.8,9.4,1.1,10.3,6.2,0.5,1.0,0.958575047877582
0.0,-2.6,0.0,2.8,2.8,-1.2,9.0,12.3,0.4,1.6,1.0,0.9111202071917932
0.8,19.7,-0.0,-7.3,-7.3,3.4,9.6,9.8,2.6,3.9,1.0,0.9598054702241332
2.1,2.2,-0.3,-0.3,-0.3,7.0,5.1,20.8,1.4,2.5,1.0,0.9291686464642498
0.2,1.2,-1.6,-2.0,-2.0,4.1,8.1,1.3,0.3,1.0,1.0,0.9555248284538678
13.6,0.0,-5.1,-5.9,-5.9,9.9,2.3,27.6,6.6,0.9,1.0,0.9428957169150118
0.0,-0.2,-3.2,1.6,1.6,5.1,1.0,3.5,0.1,5.2,1.0,0.9254365749367488
0.2,-1.9,-1.3,-3.6,-3.6,4.6,2.7,3.1,0.4,0.3,1.0,0.952198694446112
1.1,-0.2,-2.6,-9.4,-9.4,-0.4,3.2,2.4,1.8,7.8,1.0,0.9589309368349812
4.6,0.1,-5.8,-7.8,-7.8,6.8,1.6,7.0,2.6,1.8,1.0,0.957995174535546
0.0,0.7,-0.0,-0.5,-0.5,5.3,3.9,6.3,0.4,0.7,1.0,0.9431249700238816
-0.6,0.0,1.9,7.5,7.5,1.9,31.8,4.8,0.1,0.4,1.0,0.9623316690131024
5.1,0.0,-16.3,-5.2,-5.2,10.0,0.5,5.4,1.0,0.5,1.0,0.9373203597922524
5.7,5.4,-10.7,-7.7,-7.7,8.7,0.6,10.4,2.7,4.4,1.0,0.9470964413294386
1.1,-2.3,-3.7,-5.5,-5.5,-1.4,3.2,5.3,1.1,1.4,1.0,0.937700050385216
0.3,-13.8,0.0,-7.2,-7.2,-3.9,36.0,5.9,2.5,0.8,1.0,0.9845484832070291
-0.0,-0.0,-0.3,6.5,6.5,4.6,1.4,9.2,0.1,3.1,1.0,0.8941287972020776
0.1,0.3,-5.1,-2.3,-2.3,6.4,1.0,6.4,0.4,6.7,0.0,0.9376670624451076
-0.0,0.0,0.0,1.2,1.2,5.0,7.0,3.4,0.2,2.7,1.0,0.9466737229307116
0.4,-0.0,-0.7,-6.7,-6.7,2.7,2.5,6.6,1.1,18.8,1.0,0.9564143592875838
0.2,-0.1,-0.1,-9.5,-9.5,-2.8,4.4,3.9,1.8,1.0,1.0,0.9570941171172009
0.1,-0.0,-0.3,-6.4,-6.4,4.7,1.9,5.3,0.7,1.0,1.0,0.9580024998588051
0.4,-2.1,-0.6,-6.9,-6.9,1.1,5.1,4.6,1.2,2.0,1.0,0.9582402115260018
0.3,-0.0,-0.4,-9.9,-9.9,6.7,1.8,2.7,1.5,3.2,1.0,0.9718343704663216
0.6,-1.2,-3.0,4.6,4.6,8.1,3.9,5.2,0.3,1.7,1.0,0.9272475761124128
1.3,0.0,-0.7,-6.3,-6.3,2.0,6.0,8.8,2.1,3.5,1.0,0.9555262476544168
5.3,0.0,-2.3,-9.7,-9.7,8.5,2.8,4.8,4.7,2.8,1.0,0.9735265129238108
-0.5,0.0,-0.2,5.8,5.8,3.0,2.0,2.4,0.0,2.0,1.0,0.9077289074839447
1.7,3.7,-0.0,-6.4,-6.4,9.6,5.7,5.9,1.7,4.9,1.0,0.9712097201230482
0.7,-4.0,-0.2,-5.4,-5.4,4.0,7.2,6.6,1.3,6.2,1.0,0.9629255397795844
-0.2,0.5,-0.2,-1.8,-1.8,-8.4,3.6,2.2,0.1,1.4,1.0,0.9073331175754552
0.3,-0.1,-0.0,-8.2,-8.2,6.5,6.2,4.2,1.6,4.9,1.0,0.9724951026660212
0.1,-8.1,-0.8,-0.2,-0.2,0.2,3.7,5.9,0.4,8.4,1.0,0.9311964421957124
0.0,0.3,0.0,4.0,4.0,7.2,6.8,4.5,0.2,5.3,1.0,0.9410650229884664
5.2,-0.0,-19.7,-10.6,-10.6,5.0,0.3,4.8,3.3,2.9,1.0,0.938911543507908
0.0,0.0,-0.6,-2.2,-2.2,7.4,1.6,5.3,0.3,2.4,0.0,0.9506290198875252
0.0,28.3,-0.2,8.3,8.3,7.8,7.5,6.6,0.1,0.6,1.0,0.901566467378076
-3.6,-0.3,1.6,-5.5,-5.5,-9.9,13.9,1.1,0.1,1.8,1.0,0.9487326371669482
0.0,-0.0,-0.0,6.1,6.1,5.3,3.6,11.0,0.2,2.9,1.0,0.9042406905347417
-0.4,0.0,-1.0,4.7,4.7,-5.2,1.2,1.9,0.0,1.9,1.0,0.8694943204390849
0.0,-0.0,3.3,-4.8,-4.8,3.3,37.3,11.7,1.3,1.1,1.0,0.9859334255153032
-0.0,-0.2,-0.0,-3.4,-3.4,2.9,2.7,2.8,0.2,1.2,1.0,0.9493972312394022
0.2,2.7,-2.0,-0.7,-0.7,6.4,2.6,5.0,0.4,11.6,1.0,0.9431404242459068
1.2,-0.1,-0.1,-7.1,-7.1,4.2,6.3,7.6,2.1,2.2,1.0,0.9641691854737569
0.0,-0.3,-0.3,6.7,6.7,0.6,5.7,4.8,0.1,2.3,1.0,0.8990069719364705
12.8,-0.2,-16.8,-9.9,-9.9,9.3,0.9,5.0,6.1,1.7,1.0,0.9574161318818158
-0.7,-0.5,0.0,6.6,6.6,-4.3,8.0,3.6,0.1,1.4,1.0,0.8873624633373853
